station_id,station_name,latitude,longitude,zone,lines,mode,mnlc,masc,station,coverage,source,entries_monday,entries_midweek,entries_friday,entries_saturday,entries_sunday,exits_monday,exits_midweek,exits_friday,exits_saturday,exits_sunday,weekly_total,twelve_week_total,annualised_total
940GZZLUGPK,Green Park,51.506947,-0.142787,1,Jubilee|Piccadilly|Victoria,LU,590,GPKu,Green Park,Station entry/exit,Gateline,38040,46982,42165,37511,25109,42144,53512,49212,44776,28206,608649,6960614,28247401
940GZZLUGFD,Greenford,51.542424,-0.34605,4,Central,LU,589,GFDu,Greenford,Station entry/exit,Gateline,5308,5771,5366,4411,2794,5452,5842,5394,4067,2813,70443,805593,3269238
940GZZLUGBY,Gunnersbury,51.491803,-0.275267,3,District,LU,591,GUNu,Gunnersbury,Station entry/exit,Gateline,6558,7931,6200,4626,2849,6405,7785,5886,4792,2710,87174,996942,4045767
940GZZLUHLT,Hainault,51.603659,0.093482,4,Central,LU,592,HAIu,Hainault,Station entry/exit,Gateline,4911,5299,5020,3431,2226,4662,5085,4800,3192,2255,61647,705001,2861021
940GZZLUHSD,Hammersmith (Dist&Picc Line),51.4923,-0.22362,2,District|Piccadilly,LU,593,HMDu,Hammersmith (DIS),Station entry/exit,Gateline,32977,35262,32909,28909,18685,32788,35208,32469,28768,18290,437205,4999946,20290665
940GZZLUHSC,Hammersmith (H&C Line),51.49339,-0.22503,2,Circle|Hammersmith & City,LU,773,HMSu,Hammersmith (H&C),Station entry/exit,Gateline,13669,15654,14224,12746,7960,13327,15093,13535,12326,7600,187628,2145740,8707793
940GZZLUHTD,Hampstead,51.556239,-0.177464,2+3,Northern,LU,594,HMPu,Hampstead,Station entry/exit,Gateline,5230,5963,6026,5549,4794,5949,6693,6825,5994,5472,83807,958430,3889479
940GZZLUHGR,Hanger Lane,51.530177,-0.292704,3,Central,LU,595,HLNu,Hanger Lane,Station entry/exit,Gateline,4015,4667,4258,3466,2435,3822,4424,4097,3169,2352,54887,627702,2547324
940GZZLUHSN,Harlesden,51.53631,-0.257883,3,Bakerloo,LU,596,HARu,Harlesden,Station entry/exit,Gateline,4122,4538,4497,2787,1742,4070,4447,4446,2702,1822,53142,607740,2466317
940GZZLUHAW,Harrow & Wealdstone,51.592268,-0.335217,5,Bakerloo,LU,597,HAWu,Harrow & Wealdstone,Station entry/exit,Gateline,5982,6565,6255,4541,2952,5674,6179,5746,4050,2847,76278,872325,3540050
940GZZLUHOH,Harrow-on-the-Hill,51.579195,-0.337225,5,Metropolitan,LU,598,HOHu,Harrow-on-the-Hill,Station entry/exit,Gateline,13126,14096,13883,11129,7956,13750,15086,14654,11447,8267,181760,2078633,8435460
940GZZLUHNX,Hatton Cross,51.466747,-0.423191,5+6,Piccadilly,LU,779,HTXu,Hatton Cross,Station entry/exit,Gateline,4406,4657,4684,4051,3374,4522,4692,4640,4076,3660,61460,702867,2852360
940GZZLUHR4,Heathrow Terminal 4,51.458524,-0.445771,6,Piccadilly,LU,781,HRFu,Heathrow Terminal 4 LU,Station entry/exit,Gateline,2192,2172,2638,2191,2682,2221,1982,2259,2193,2465,31303,357989,1452783
940GZZLUHR5,Heathrow Terminal 5,51.470052,-0.49056,6,Piccadilly,LU,783,HRVu,Heathrow Terminal 5 LU,Station entry/exit,Gateline,6250,5810,6778,5435,6376,4918,4628,5219,4474,5528,76292,872493,3540730
940GZZLUHRC,Heathrow Terminals 2 & 3,51.471235,-0.452265,6,Piccadilly,LU,780,HRCu,Heathrow Terminals 123 LU,Station entry/exit,Gateline,9404,8870,10013,8727,9249,8505,6668,7626,7232,8303,115674,1322873,5368454
940GZZLUHCL,Hendon Central,51.583301,-0.226424,3+4,Northern,LU,601,HNDu,Hendon Central,Station entry/exit,Gateline,8982,9535,8934,6350,4832,8561,8933,8351,5724,4479,111612,1276414,5179915
940GZZLUHBT,High Barnet,51.650541,-0.194298,5,Northern,LU,602,HBTu,High Barnet,Station entry/exit,Gateline,5260,5948,5788,4037,2798,5084,5768,5574,3741,2806,70238,803254,3259745
940GZZLUHSK,High Street Kensington,51.501055,-0.192792,1,Circle|District,LU,605,HSTu,High Street Kensington,Station entry/exit,Gateline,13859,16086,16032,14501,10397,13515,15806,15453,13796,9596,202824,2319529,9413060
940GZZLUHAI,Highbury & Islington,51.54635,-0.103324,2,Victoria,LU,603,HBYu,Highbury & Islington,Station entry/exit,Gateline,19669,22947,23854,21943,14046,21226,24118,24739,23136,14927,304734,3484991,14142708
940GZZLUHGT,Highgate,51.577532,-0.145857,3,Northern,LU,604,HIGu,Highgate,Station entry/exit,Gateline,6363,7665,7296,6388,4135,6509,7798,7221,6317,4364,94980,1086212,4408040
940GZZLUHGD,Hillingdon,51.553715,-0.449828,6,Metropolitan|Piccadilly,LU,606,HDNu,Hillingdon,Station entry/exit,Gateline,2275,2511,2397,1831,1346,2010,2333,2183,1676,1349,29600,338509,1373730
940GZZLUHBN,Holborn,51.51758,-0.120475,1,Central|Piccadilly,LU,607,HOLu,Holborn,Station entry/exit,Gateline,29787,36748,31465,24135,14340,31880,39599,34284,26207,14994,436134,4987702,20240977
940GZZLUHPK,Holland Park,51.507143,-0.205679,2,Central,LU,608,HPKu,Holland Park,Station entry/exit,Gateline,4048,4667,4472,3256,2282,4148,4762,4489,3250,2311,56544,646647,2624208
940GZZLUHWY,Holloway Road,51.552697,-0.113244,2,Piccadilly,LU,609,HRDu,Holloway Road,Station entry/exit,Gateline,8488,9004,8830,6529,4501,8549,8933,8411,6315,4596,110031,1258329,5106522
940GZZLUHCH,Hornchurch,51.554093,0.219116,6,District,LU,610,HCHu,Hornchurch,Station entry/exit,Gateline,2658,3045,2718,1746,1050,2705,3091,2730,1849,1115,34977,400009,1623305
940GZZLUHWC,Hounslow Central,51.471295,-0.366578,4,Piccadilly,LU,611,HNCu,Hounslow Central,Station entry/exit,Gateline,4955,5121,4975,4114,3036,4854,5102,4983,3968,3099,64652,739368,3000487
940GZZLUHWE,Hounslow East,51.473213,-0.356474,4,Piccadilly,LU,612,HNEu,Hounslow East,Station entry/exit,Gateline,5234,5438,5461,4800,3711,5388,5805,5665,4843,3798,72629,830601,3370726
940GZZLUHWT,Hounslow West,51.473469,-0.386544,5,Piccadilly,LU,613,HNWu,Hounslow West,Station entry/exit,Gateline,4273,4510,4572,4020,3390,4262,4537,4559,4067,3529,59815,684057,2776023
940GZZLUHPC,Hyde Park Corner,51.503035,-0.152441,1,Piccadilly,LU,614,HPCu,Hyde Park Corner,Station entry/exit,Gateline,5467,6484,6322,8648,4649,5799,6510,6575,8316,4867,89623,1024938,4159381
940GZZLUICK,Ickenham,51.561992,-0.442001,6,Metropolitan|Piccadilly,LU,615,ICKu,Ickenham,Station entry/exit,Gateline,1396,1540,1444,1035,642,1403,1589,1434,998,659,18397,210391,853803
940GZZLUKNG,Kennington,51.488337,-0.105963,1+2,Northern,LU,616,KENu,Kennington,Station entry/exit,Gateline,6409,7706,7905,7655,5085,6322,7573,7707,7650,5261,99829,1141663,4633070
940GZZLUKSL,Kensal Green,51.530539,-0.225016,2,Bakerloo,LU,617,KGNu,Kensal Green,Station entry/exit,Gateline,2773,3258,3127,2484,1659,2661,3177,3035,2365,1741,39152,447753,1817060
940GZZLUKOY,Kensington (Olympia),51.497624,-0.210015,2,District,LU,618,OLYu,Kensington (Olympia),---see LO---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
940GZZLUKSH,Kentish Town,51.550312,-0.140733,2,Northern,LU,619,KTNu,Kentish Town,---Station Closed---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
940GZZLUKEN,Kenton,51.581756,-0.31691,4,Bakerloo,LU,620,KETu,Kenton,Station entry/exit,Gateline,2586,2635,2585,1883,1240,2579,2687,2639,1876,1302,32655,373446,1515511
940GZZLUKWG,Kew Gardens,51.477058,-0.285241,3+4,District,LU,621,KEWu,Kew Gardens,Station entry/exit,Gateline,5146,7139,5518,6367,4509,5002,7066,5172,6106,4405,84838,970218,3937317
940GZZLUKBN,Kilburn,51.547183,-0.204248,2,Jubilee,LU,622,KILu,Kilburn,Station entry/exit,Gateline,8469,9432,9434,8229,6020,8444,9343,9153,8061,5956,120090,1373366,5573360
940GZZLUKPK,Kilburn Park,51.534979,-0.194232,2,Bakerloo,LU,623,KPKu,Kilburn Park,Station entry/exit,Gateline,3932,4428,4517,4222,2800,3790,4287,4274,3983,2744,56406,645071,2617813
940GZZLUKSX,King's Cross St. Pancras,51.530663,-0.123194,1,Circle|Hammersmith & City|Metropolitan|Northern|Piccadilly|Victoria,LU,625,KXXu,King's Cross St. Pancras,Station entry/exit,Gateline,99202,116586,119487,109891,93329,97322,118815,124388,112291,91954,1554067,17772578,72124262
940GZZLUKBY,Kingsbury,51.584845,-0.27879,4,Jubilee,LU,624,KBYu,Kingsbury,Station entry/exit,Gateline,5795,5983,6072,4341,3229,5754,6002,6072,4314,3157,74689,854155,3466311
940GZZLUKNB,Knightsbridge,51.501669,-0.160508,1,137|19|22|452|C1|N137|N19|N22|Piccadilly,LU,626,KNBu,Knightsbridge,Station entry/exit,Gateline,19380,23423,22517,25951,16011,18016,21217,20178,22625,13759,292356,3343428,13568222
940GZZLULAD,Ladbroke Grove,51.517449,-0.210391,2,Circle|Hammersmith & City,LU,627,LGRu,Ladbroke Grove,Station entry/exit,Gateline,8112,8912,9937,11859,5927,8019,8739,9480,11766,5820,123874,1416645,5748997
940GZZLULBN,Lambeth North,51.498808,-0.112315,1,Bakerloo,LU,628,LAMu,Lambeth North,Station entry/exit,Gateline,3892,4703,4621,4531,2923,3785,4324,4281,4129,2703,57944,662652,2689160
940GZZLULGT,Lancaster Gate,51.511723,-0.175494,1,Central,LU,629,LANu,Lancaster Gate,Station entry/exit,Gateline,4122,4916,5557,5767,4258,4109,4969,5455,5506,3923,68353,781694,3172252
940GZZLULRD,Latimer Road,51.513389,-0.217799,2,Circle|Hammersmith & City,LU,630,LATu,Latimer Road,Station entry/exit,Gateline,3326,3730,3169,2193,1640,3268,3563,2941,2059,1586,42061,481013,1952034
940GZZLULSQ,Leicester Square,51.511386,-0.128426,1,Northern|Piccadilly,LU,631,LSQu,Leicester Square,Station entry/exit,Gateline,31720,42332,51527,64463,37397,28364,37768,45912,57018,33252,589951,6746782,27379635
940GZZLULYN,Leyton,51.556589,-0.005523,3,Central,LU,632,LEYu,Leyton,Station entry/exit,Gateline,13116,14429,14167,15029,8914,12582,13933,13371,14170,8709,185144,2117339,8592536
940GZZLULYS,Leytonstone,51.568324,0.008194,3+4,Central,LU,633,LYSu,Leytonstone,Station entry/exit,Gateline,10698,12019,11893,9490,6683,10745,12109,11806,9417,6760,149876,1714003,6955728
940GZZLULVT,Liverpool Street,51.517372,-0.083182,1,Central|Circle|Hammersmith & City|Metropolitan,LU,634,LSTu,Liverpool Street LU,Station entry/exit,Gateline,83559,105490,91428,74086,47873,85288,106135,91332,76196,48422,1233062,14101505,57226398
940GZZLULNB,London Bridge,51.505721,-0.088873,1,Jubilee|Northern,LU,635,LONu,London Bridge LU,Station entry/exit,Gateline,72179,90894,90270,101262,63986,70057,88799,86000,96497,60716,1180047,13495221,54765991
940GZZLULGN,Loughton,51.641443,0.055476,6,167|20|397|677|Central|W14,LU,636,LTNu,Loughton,Station entry/exit,Gateline,4200,4891,4469,3781,2263,4246,5035,4568,3650,2353,59307,678241,2752421
940GZZLUMVL,Maida Vale,51.529777,-0.185758,2,Bakerloo,LU,637,MDVu,Maida Vale,Station entry/exit,Gateline,4140,4823,4593,3883,2575,3969,4562,4269,3597,2598,57780,660783,2681574
940GZZLUMRH,Manor House,51.570738,-0.096118,2+3,Piccadilly,LU,638,MNRu,Manor House,Station entry/exit,Gateline,8846,10067,10084,9193,6494,8801,9910,9788,8709,6631,128476,1469274,5962575
940GZZLUMSH,Mansion House,51.512117,-0.094009,1,Circle|District,LU,639,MANu,Mansion House,Station entry/exit,Gateline,6905,8749,6097,3401,2499,7408,9665,6650,3617,2505,94323,1078696,4377539
940GZZLUMBA,Marble Arch,51.513424,-0.158953,1,Central,LU,640,MARu,Marble Arch,Station entry/exit,Gateline,12567,14172,14060,14486,9961,12280,14033,13708,14001,9412,185091,2116733,8590075
940GZZLUMYB,Marylebone,51.522322,-0.163207,1,Bakerloo,LU,641,MYBu,Marylebone LU,Station entry/exit,Gateline,11135,14398,12359,11549,7696,11487,15410,13116,12426,7909,177100,2025350,8219228
940GZZLUMED,Mile End,51.525122,-0.03364,2,Central|District|Hammersmith & City,LU,642,MLEu,Mile End,Station entry/exit,Gateline,17667,19368,19188,15373,11036,17509,18916,18369,14801,11365,240160,2746510,11145822
940GZZLUMHL,Mill Hill East,51.608229,-0.209986,4,Northern,LU,643,MHEu,Mill Hill East,Station entry/exit,Manual Count,2532,3055,2610,2069,1193,2609,2860,2349,1992,1321,34420,393633,1597432
940GZZLUMMT,Monument,51.5107,-0.085969,1,Circle|District,LU,513,BNKu,Bank and Monument,Station entry/exit,Gateline,58761,79701,52366,27620,18080,60145,81267,54557,29072,18054,801559,9166763,37200346
940GZZLUMPK,Moor Park,51.629845,-0.432454,6+7,Metropolitan,LU,646,MPKu,Moor Park,Station entry/exit,Gateline,1435,1587,1409,742,421,1373,1568,1380,755,447,17427,199295,808774
940GZZLUMGT,Moorgate,51.518176,-0.088322,1,Circle|Hammersmith & City|Metropolitan|Northern,LU,645,MGTu,Moorgate,Station entry/exit,Gateline,37566,48929,31103,14290,9328,41036,53221,35061,17194,10672,502698,5748937,23330204
940GZZLUMDN,Morden,51.402142,-0.194839,4,Northern,LU,647,MORu,Morden,Station entry/exit,Gateline,12752,14216,13743,12881,8628,12001,13670,13479,12304,8612,178057,2036291,8263631
940GZZLUMTC,Mornington Crescent,51.534679,-0.138789,2,Northern,LU,648,MCRu,Mornington Crescent,Station entry/exit,Gateline,3947,5563,4735,7090,2938,3554,4885,4346,3932,2045,63930,731119,2967011
940GZZLUNDN,Neasden,51.553986,-0.249837,3,Jubilee,LU,649,NEAu,Neasden,Station entry/exit,Gateline,4444,4649,4559,3390,2493,4046,4217,4164,3230,2359,55284,632232,2565708
940GZZLUNBP,Newbury Park,51.575726,0.090004,4,Central,LU,650,NEPu,Newbury Park,Station entry/exit,Gateline,5755,6244,5948,4263,3149,5239,5681,5435,4062,3023,72649,830827,3371643
940GZZNEUGST,Nine Elms,51.479912,-0.128476,6,Northern,LU,831,NIEu,Nine Elms,Station entry/exit,Gateline,6300,7116,6959,5717,4864,5918,7025,6553,5233,4562,88529,1012428,4108613
940GZZLUNAN,North Acton,51.523524,-0.259755,2+3,Central,LU,653,NACu,North Acton,Station entry/exit,Gateline,9206,9784,9727,7332,5524,9220,9666,9599,7133,5702,121794,1392854,5652447
940GZZLUNEN,North Ealing,51.517505,-0.288868,3,Piccadilly,LU,654,NELu,North Ealing,Station entry/exit,Gateline,1000,1077,1152,817,491,975,1041,1001,751,508,13050,149237,605628
940GZZLUNGW,North Greenwich,51.50047,0.004287,2/3,Jubilee,LU,789,NOGu,North Greenwich,Station entry/exit,Gateline,24703,37187,39217,41088,24360,25474,40086,42612,44760,25267,499297,5710050,23172392
940GZZLUNHA,North Harrow,51.584872,-0.362408,5,Metropolitan,LU,656,NHRu,North Harrow,Station entry/exit,Gateline,2338,2699,2355,1618,1059,2246,2566,2198,1507,1021,30137,344647,1398638
940GZZLUNWY,North Wembley,51.562551,-0.304,4,Bakerloo,LU,659,NWBu,North Wembley,Station entry/exit,Gateline,2265,2318,2330,1727,1055,2149,2255,2159,1491,1033,27926,319365,1296040
940GZZLUNFD,Northfields,51.499319,-0.314719,3,Piccadilly,LU,655,NFDu,Northfields,Station entry/exit,Gateline,3857,4581,4370,3245,2511,3759,5414,5350,4162,2716,59953,685633,2782422
940GZZLUNHT,Northolt,51.548236,-0.368699,5,Central,LU,657,NHTu,Northolt,Station entry/exit,Gateline,6503,6867,6802,5612,3981,6266,6577,6396,5105,3835,84831,970145,3937018
940GZZLUNKP,Northwick Park,51.578481,-0.318056,4,Metropolitan,LU,660,NWPu,Northwick Park,Station entry/exit,Gateline,6137,6227,5798,3623,2486,6111,6112,5494,3172,2427,72261,826391,3353641
940GZZLUNOW,Northwood,51.611053,-0.423829,6,Metropolitan,LU,661,NWDu,Northwood,Station entry/exit,Gateline,3557,4047,3725,2539,1551,3504,4015,3631,2376,1521,46587,532773,2162088
940GZZLUNWH,Northwood Hills,51.600572,-0.409464,6,Metropolitan,LU,662,NWHu,Northwood Hills,Station entry/exit,Gateline,2351,2638,2461,1603,1078,2271,2565,2340,1552,1087,30353,347124,1408690
940GZZLUNHG,Notting Hill Gate,51.509128,-0.196104,1+2,Central|Circle|District,LU,663,NHGu,Notting Hill Gate,Station entry/exit,Gateline,16152,18406,19413,21972,12929,16982,19375,20804,25217,14143,260954,2984313,12110869
940GZZLUOAK,Oakwood,51.647726,-0.132182,5,Piccadilly,LU,664,OAKu,Oakwood,Station entry/exit,Gateline,3442,3739,3787,3423,2563,3450,3881,3987,3572,2634,49716,568557,2307306
940GZZLUODS,Old Street,51.525864,-0.08777,1,Northern,LU,665,OLDu,Old Street,Station entry/exit,Gateline,22003,29670,24364,20568,13377,21768,29556,25902,22712,13080,341455,3904932,15846905
940GZZLUOSY,Osterley,51.481274,-0.352224,4,Piccadilly,LU,667,OSTu,Osterley,Station entry/exit,Gateline,2660,2944,2696,2216,1664,2649,2950,2618,2163,1748,36097,412813,1675267
940GZZLUOVL,Oval,51.48185,-0.112439,2,Northern,LU,668,OVLu,Oval,Station entry/exit,Gateline,8044,9809,9421,8255,5746,7914,9692,9158,8079,5881,121002,1383805,5615724
940GZZLUOXC,Oxford Circus,51.515224,-0.141903,1,Bakerloo|Central|Victoria,LU,669,OXCu,Oxford Circus,Station entry/exit,Gateline,64847,84129,74803,76154,47114,71881,93337,85536,95807,52647,1101186,12593351,51106043
940GZZLUPAC,Paddington,51.516581,-0.175689,1,Bakerloo|Circle|District,LU,670,PADu,Paddington TfL,Station entry/exit,Gateline,71505,82171,77763,73620,59269,68344,80840,79416,70937,56149,1046034,11962629,48546460
940GZZLUPAH,Paddington (H&C Line)-Underground,51.518187,-0.178306,1,Circle|Hammersmith & City,LU,670,PADu,Paddington TfL,Station entry/exit,Gateline,71505,82171,77763,73620,59269,68344,80840,79416,70937,56149,1046034,11962629,48546460
940GZZLUPKR,Park Royal,51.527123,-0.284341,3,Piccadilly,LU,671,PRYu,Park Royal,Station entry/exit,Gateline,2450,2734,2790,2366,1559,2589,2915,2926,2450,1574,35650,407705,1654538
940GZZLUPSG,Parsons Green,51.475277,-0.20117,2,District,LU,672,PGRu,Parsons Green,Station entry/exit,Gateline,8583,10077,9359,7570,4726,8604,10024,8968,7162,4719,119993,1372256,5568858
940GZZLUPVL,Perivale,51.536717,-0.323446,4,Central,LU,673,PERu,Perivale,Station entry/exit,Gateline,2830,3092,3000,2297,1456,2764,3014,2875,2120,1452,37112,424419,1722368
940GZZLUPCC,Piccadilly Circus,51.51005,-0.133798,1,Bakerloo|Piccadilly,LU,674,PICu,Piccadilly Circus,Station entry/exit,Gateline,34896,42612,44568,53654,31771,33214,41121,43773,53319,29773,576166,6589136,26739879
940GZZLUPCO,Pimlico,51.489097,-0.133761,1,Victoria,LU,776,PIMu,Pimlico,Station entry/exit,Gateline,10583,12876,11612,9457,6850,10556,12612,11191,9252,6753,152719,1746515,7087668
940GZZLUPNR,Pinner,51.592901,-0.381161,5,Metropolitan,LU,675,PINu,Pinner,Station entry/exit,Gateline,3957,3796,3802,3000,2041,3892,3805,3509,2952,1961,47917,547983,2223811
940GZZLUPLW,Plaistow,51.531341,0.017451,3,District|Hammersmith & City,LU,676,PLWu,Plaistow,Station entry/exit,Gateline,7173,7897,7671,5656,4277,6749,7532,7093,5298,4248,94452,1080166,4383503
940GZZLUPRD,Preston Road,51.571972,-0.295107,4,Metropolitan,LU,677,PRDu,Preston Road,Station entry/exit,Gateline,4015,4289,4170,3000,2209,3933,4307,4076,2851,2177,52218,597177,2423452
940GZZLUPYB,Putney Bridge,51.468262,-0.208731,2,District,LU,678,PUTu,Putney Bridge,Station entry/exit,Gateline,6988,8311,8096,6812,5028,7815,9238,8486,6848,5209,107929,1234295,5008989
940GZZLUQPS,Queen's Park,51.534158,-0.204574,2,Bakerloo,LU,680,QPKu,Queen's Park,Station entry/exit,Gateline,6782,7847,7352,6345,4201,6424,7490,6853,5936,4332,94234,1077682,4373423
940GZZLUQBY,Queensbury,51.594188,-0.286219,4,Jubilee,LU,679,QBYu,Queensbury,Station entry/exit,Gateline,5182,5390,5369,3754,2625,5171,5398,5270,3698,2530,65965,754385,3061427
940GZZLUQWY,Queensway,51.510312,-0.187152,1,Central,LU,681,QWYu,Queensway,Station entry/exit,Gateline,8696,8932,9711,10923,8057,8832,9987,10439,11199,7942,132557,1515948,6151983
940GZZLURVP,Ravenscourt Park,51.494122,-0.235881,2,District,LU,682,RCPu,Ravenscourt Park,Station entry/exit,Gateline,4382,4858,4755,3486,2327,4318,4779,4670,3398,2305,58550,669589,2717311
940GZZLURYL,Rayners Lane,51.575147,-0.371127,5,Metropolitan|Piccadilly,LU,683,RAYu,Rayners Lane,Station entry/exit,Gateline,5512,5965,5592,4371,3096,5312,5840,5475,4108,3092,71975,823120,3340365
940GZZLURBG,Redbridge,51.576243,0.04536,4,Central,LU,684,REDu,Redbridge,Station entry/exit,Gateline,3364,3624,3434,2844,2044,3080,3322,3142,2555,1916,43217,494234,2005688
940GZZLURGP,Regent's Park,51.523344,-0.146444,1,Bakerloo,LU,685,RPKu,Regent's Park,Station entry/exit,Gateline,3242,3859,3435,2808,1575,3785,4511,4208,3420,1926,49511,566218,2297814
940GZZLURMD,Richmond,51.463237,-0.301336,4,District,LU,686,RMDu,Richmond,LU+LO Boarding/alighting,Manual Count,13582,14308,14256,12166,13517,13510,14073,14829,11360,12874,191237,2187019,8875310
940GZZLURKW,Rickmansworth,51.640207,-0.473703,7,Metropolitan,LU,687,RKYu,Rickmansworth,Station entry/exit,Gateline,3085,3550,3306,1929,1343,3029,3419,3196,1791,1302,39889,456176,1851241
940GZZLURVY,Roding Valley,51.617199,0.043647,4,Central,LU,688,RODu,Roding Valley,Station entry/exit,Gateline,395,362,324,279,192,627,618,446,359,205,5768,65960,267679
940GZZLURYO,Royal Oak,51.519113,-0.188748,2,Circle|Hammersmith & City,LU,690,ROYu,Royal Oak,Station entry/exit,Gateline,3373,3832,3662,2999,2286,3183,3600,3313,2823,2144,46080,526980,2138577
940GZZLURSP,Ruislip,51.571354,-0.421898,6,Metropolitan|Piccadilly,LU,691,RUIu,Ruislip,Station entry/exit,Gateline,2240,2497,2511,1950,1364,2332,2591,2564,1930,1379,31535,360635,1463521
940GZZLURSG,Ruislip Gardens,51.560736,-0.41071,5,Central,LU,692,RUGu,Ruislip Gardens,Station entry/exit,Gateline,1288,1505,1417,1081,652,1198,1419,1251,1062,663,17381,198778,806675
940GZZLURSM,Ruislip Manor,51.573202,-0.412973,6,Metropolitan|Piccadilly,LU,693,RUMu,Ruislip Manor,Station entry/exit,Gateline,2174,2498,2401,1807,1128,2210,2568,2376,1673,1115,30081,344016,1396078
940GZZLURSQ,Russell Square,51.523073,-0.124285,1,Piccadilly,LU,694,RSQu,Russell Square,Station entry/exit,Gateline,12243,13099,13648,10296,8031,12465,13511,14251,10232,7564,168559,1927673,7822836
940GZZLUSVS,Seven Sisters,51.58333,-0.072584,3,Victoria,LU,698,SVSu,Seven Sisters,Station entry/exit,Gateline,18647,20517,20832,17791,13157,18246,20598,20569,16753,12792,262130,2997759,12165434
940GZZLUSBC,Shepherd's Bush (Central),51.504376,-0.218813,2,Central,LU,700,SBCu,Shepherd's Bush LU,Station entry/exit,Gateline,17577,21136,20444,22566,12928,16890,20000,19258,21452,12089,266611,3049010,12373422
940GZZLUSBM,Shepherd's Bush Market,51.505579,-0.226375,2,Circle|Hammersmith & City,LU,775,SBMu,Shepherd's Bush Market,Station entry/exit,Gateline,4552,5508,5664,5695,3270,4340,5352,5211,4955,3043,69311,792651,3216718
940GZZLUSSQ,Sloane Square,51.49227,-0.156377,1,Circle|District,LU,702,SSQu,Sloane Square,Station entry/exit,Gateline,19146,23752,22946,18359,11552,19161,23513,22016,17020,11485,283479,3241919,13156281
940GZZLUSNB,Snaresbrook,51.580678,0.02144,4,Central,LU,703,SNBu,Snaresbrook,Station entry/exit,Gateline,3024,3336,3238,2402,1588,2937,3246,2910,2369,1649,39860,455842,1849887
940GZZLUSEA,South Ealing,51.501003,-0.307424,3,Piccadilly,LU,704,SELu,South Ealing,Station entry/exit,Gateline,3733,3270,3248,2827,1980,3724,1790,1688,1825,1641,35845,409927,1663555
940GZZLUSHH,South Harrow,51.564888,-0.352492,5,Piccadilly,LU,707,SHRu,South Harrow,Station entry/exit,Gateline,3318,3398,3329,3198,1956,3336,3293,3255,3548,1995,44010,503302,2042489
940GZZLUSKS,South Kensington,51.494094,-0.174138,1,Circle|District|Piccadilly,LU,708,SKNu,South Kensington,Station entry/exit,Gateline,37141,43331,45122,38291,29421,37832,42786,46006,39948,30029,562140,6428726,26088906
940GZZLUSKT,South Kenton,51.570232,-0.308433,4,Bakerloo,LU,709,SKTu,South Kenton,Station entry/exit,Manual Count,1213,1618,1523,977,713,600,1519,1492,985,767,17681,202203,820575
940GZZLUSRP,South Ruislip,51.556853,-0.398915,5,Central,LU,710,SRPu,South Ruislip,Station entry/exit,Gateline,2367,2706,2509,2293,982,2329,2672,2427,2078,1273,32392,370439,1503305
940GZZLUSWN,South Wimbledon,51.415309,-0.192005,3+4,Northern,LU,711,SWMu,South Wimbledon,Station entry/exit,Gateline,5452,6293,6193,5231,3537,5309,6064,6152,5239,3581,77764,889325,3609039
940GZZLUSWF,South Woodford,51.591907,0.027338,4,Central,LU,712,SWFu,South Woodford,Station entry/exit,Gateline,6079,6967,6772,5573,3544,6356,7362,6649,5644,3692,87295,998326,4051381
940GZZLUSFS,Southfields,51.445073,-0.206602,3,District,LU,705,SFSu,Southfields,Station entry/exit,Gateline,7824,9057,8432,5128,4087,7428,8561,7448,4716,4029,101944,1165852,4731235
940GZZLUSGT,Southgate,51.632315,-0.127816,4,Piccadilly,LU,706,SGTu,Southgate,Station entry/exit,Gateline,5915,6717,6231,5467,3784,6081,6970,6912,5629,3976,85057,972730,3947509
940GZZLUSWK,Southwark,51.50427,-0.105331,1,Jubilee,LU,784,SWKu,Southwark,Station entry/exit,Gateline,12978,16336,13075,9335,6207,13671,16812,13378,9528,5723,183338,2096682,8508705
940GZZLUSJP,St. James's Park,51.499544,-0.133608,1,Circle|District,LU,695,SJPu,St. James's Park,Station entry/exit,Gateline,14868,18774,15001,8283,6546,15603,19197,16357,7826,7033,205431,2349349,9534074
940GZZLUSJW,St. John's Wood,51.534521,-0.173948,2,Jubilee,LU,696,SJWu,St. John's Wood,Station entry/exit,Gateline,9313,10238,9987,6761,5445,9631,10578,10365,6880,5656,126486,1446515,5870213
940GZZLUSPU,St. Paul's,51.514936,-0.097567,1,Central,LU,697,STPu,St. Paul's,Station entry/exit,Gateline,14235,17594,13930,11269,7025,14451,17882,13829,10392,6441,197998,2264339,9189088
940GZZLUSFB,Stamford Brook,51.494917,-0.245704,2,District,LU,713,STBu,Stamford Brook,Station entry/exit,Gateline,3334,4010,3662,2602,1942,3258,3842,3482,2333,1824,45994,525998,2134593
940GZZLUSTM,Stanmore,51.619839,-0.303266,5,Jubilee,LU,714,STAu,Stanmore,Station entry/exit,Gateline,4714,5205,4957,3737,3232,4618,5243,4988,3750,3364,64705,739982,3002979
940GZZLUSGN,Stepney Green,51.521858,-0.046596,2,District|Hammersmith & City,LU,715,STGu,Stepney Green,Station entry/exit,Gateline,8913,9248,9125,5535,4343,8983,9195,8573,5439,4378,110616,1265026,5133701
