DATE_NAME,GEOGRAPHY_NAME,GEOGRAPHY_CODE,AGE_NAME,OBS_VALUE
2024,Redbridge,E09000026,Aged 35 - 39 years,24113
2024,Redbridge,E09000026,Aged 40 - 44 years,24681
2024,Redbridge,E09000026,Aged 45 - 49 years,22116
2024,Redbridge,E09000026,Aged 50 - 54 years,19147
2024,Redbridge,E09000026,Aged 55 - 59 years,17340
2024,Redbridge,E09000026,Aged 60 - 64 years,15018
2024,Redbridge,E09000026,Aged 65 - 69 years,12198
2024,Redbridge,E09000026,Aged 70 - 74 years,9676
2024,Redbridge,E09000026,Aged 75 - 79 years,7893
2024,Redbridge,E09000026,Aged 80 - 84 years,5071
2024,Redbridge,E09000026,Aged 85 and over,5526
2024,Richmond upon Thames,E09000027,Aged under 1 year,1722
2024,Richmond upon Thames,E09000027,Aged 1 - 4 years,8233
2024,Richmond upon Thames,E09000027,Aged 5 - 9 years,12649
2024,Richmond upon Thames,E09000027,Aged 10 - 14 years,13712
2024,Richmond upon Thames,E09000027,Aged 15 - 19 years,11422
2024,Richmond upon Thames,E09000027,Aged 20 - 24 years,8300
2024,Richmond upon Thames,E09000027,Aged 25 - 29 years,10544
2024,Richmond upon Thames,E09000027,Aged 30 - 34 years,11221
2024,Richmond upon Thames,E09000027,Aged 35 - 39 years,13049
2024,Richmond upon Thames,E09000027,Aged 40 - 44 years,15182
2024,Richmond upon Thames,E09000027,Aged 45 - 49 years,15811
2024,Richmond upon Thames,E09000027,Aged 50 - 54 years,15537
2024,Richmond upon Thames,E09000027,Aged 55 - 59 years,14196
2024,Richmond upon Thames,E09000027,Aged 60 - 64 years,11714
2024,Richmond upon Thames,E09000027,Aged 65 - 69 years,8901
2024,Richmond upon Thames,E09000027,Aged 70 - 74 years,7858
2024,Richmond upon Thames,E09000027,Aged 75 - 79 years,7647
2024,Richmond upon Thames,E09000027,Aged 80 - 84 years,4602
2024,Richmond upon Thames,E09000027,Aged 85 and over,4378
2024,Southwark,E09000028,Aged under 1 year,3215
2024,Southwark,E09000028,Aged 1 - 4 years,11985
2024,Southwark,E09000028,Aged 5 - 9 years,15047
2024,Southwark,E09000028,Aged 10 - 14 years,15510
2024,Southwark,E09000028,Aged 15 - 19 years,18008
2024,Southwark,E09000028,Aged 20 - 24 years,27913
2024,Southwark,E09000028,Aged 25 - 29 years,38920
2024,Southwark,E09000028,Aged 30 - 34 years,36413
2024,Southwark,E09000028,Aged 35 - 39 years,26561
2024,Southwark,E09000028,Aged 40 - 44 years,21488
2024,Southwark,E09000028,Aged 45 - 49 years,19207
2024,Southwark,E09000028,Aged 50 - 54 years,18525
2024,Southwark,E09000028,Aged 55 - 59 years,17923
2024,Southwark,E09000028,Aged 60 - 64 years,15389
2024,Southwark,E09000028,Aged 65 - 69 years,10377
2024,Southwark,E09000028,Aged 70 - 74 years,6757
2024,Southwark,E09000028,Aged 75 - 79 years,5178
2024,Southwark,E09000028,Aged 80 - 84 years,3233
2024,Southwark,E09000028,Aged 85 and over,3137
2024,Sutton,E09000029,Aged under 1 year,2095
2024,Sutton,E09000029,Aged 1 - 4 years,9689
2024,Sutton,E09000029,Aged 5 - 9 years,14497
2024,Sutton,E09000029,Aged 10 - 14 years,15861
2024,Sutton,E09000029,Aged 15 - 19 years,12865
2024,Sutton,E09000029,Aged 20 - 24 years,9521
2024,Sutton,E09000029,Aged 25 - 29 years,12108
2024,Sutton,E09000029,Aged 30 - 34 years,13959
2024,Sutton,E09000029,Aged 35 - 39 years,16210
2024,Sutton,E09000029,Aged 40 - 44 years,18135
2024,Sutton,E09000029,Aged 45 - 49 years,16558
2024,Sutton,E09000029,Aged 50 - 54 years,14776
2024,Sutton,E09000029,Aged 55 - 59 years,13673
2024,Sutton,E09000029,Aged 60 - 64 years,11688
2024,Sutton,E09000029,Aged 65 - 69 years,9100
2024,Sutton,E09000029,Aged 70 - 74 years,7549
2024,Sutton,E09000029,Aged 75 - 79 years,7144
2024,Sutton,E09000029,Aged 80 - 84 years,4436
2024,Sutton,E09000029,Aged 85 and over,4661
2024,Tower Hamlets,E09000030,Aged under 1 year,4386
2024,Tower Hamlets,E09000030,Aged 1 - 4 years,14506
2024,Tower Hamlets,E09000030,Aged 5 - 9 years,16830
2024,Tower Hamlets,E09000030,Aged 10 - 14 years,16962
2024,Tower Hamlets,E09000030,Aged 15 - 19 years,19661
2024,Tower Hamlets,E09000030,Aged 20 - 24 years,37113
2024,Tower Hamlets,E09000030,Aged 25 - 29 years,50771
2024,Tower Hamlets,E09000030,Aged 30 - 34 years,40928
2024,Tower Hamlets,E09000030,Aged 35 - 39 years,30597
2024,Tower Hamlets,E09000030,Aged 40 - 44 years,24093
2024,Tower Hamlets,E09000030,Aged 45 - 49 years,19017
2024,Tower Hamlets,E09000030,Aged 50 - 54 years,15331
2024,Tower Hamlets,E09000030,Aged 55 - 59 years,12435
2024,Tower Hamlets,E09000030,Aged 60 - 64 years,9697
2024,Tower Hamlets,E09000030,Aged 65 - 69 years,7093
2024,Tower Hamlets,E09000030,Aged 70 - 74 years,4932
2024,Tower Hamlets,E09000030,Aged 75 - 79 years,3345
2024,Tower Hamlets,E09000030,Aged 80 - 84 years,2081
2024,Tower Hamlets,E09000030,Aged 85 and over,2108
2024,Waltham Forest,E09000031,Aged under 1 year,3926
2024,Waltham Forest,E09000031,Aged 1 - 4 years,14856
2024,Waltham Forest,E09000031,Aged 5 - 9 years,17264
2024,Waltham Forest,E09000031,Aged 10 - 14 years,16669
2024,Waltham Forest,E09000031,Aged 15 - 19 years,15766
2024,Waltham Forest,E09000031,Aged 20 - 24 years,15760
2024,Waltham Forest,E09000031,Aged 25 - 29 years,21503
2024,Waltham Forest,E09000031,Aged 30 - 34 years,26829
2024,Waltham Forest,E09000031,Aged 35 - 39 years,27395
2024,Waltham Forest,E09000031,Aged 40 - 44 years,23723
2024,Waltham Forest,E09000031,Aged 45 - 49 years,19848
2024,Waltham Forest,E09000031,Aged 50 - 54 years,17154
2024,Waltham Forest,E09000031,Aged 55 - 59 years,15781
2024,Waltham Forest,E09000031,Aged 60 - 64 years,13196
2024,Waltham Forest,E09000031,Aged 65 - 69 years,9561
2024,Waltham Forest,E09000031,Aged 70 - 74 years,7235
2024,Waltham Forest,E09000031,Aged 75 - 79 years,5747
2024,Waltham Forest,E09000031,Aged 80 - 84 years,3740
2024,Waltham Forest,E09000031,Aged 85 and over,3784
2024,Wandsworth,E09000032,Aged under 1 year,3825
2024,Wandsworth,E09000032,Aged 1 - 4 years,14214
2024,Wandsworth,E09000032,Aged 5 - 9 years,16263
2024,Wandsworth,E09000032,Aged 10 - 14 years,15498
2024,Wandsworth,E09000032,Aged 15 - 19 years,14278
2024,Wandsworth,E09000032,Aged 20 - 24 years,23798
2024,Wandsworth,E09000032,Aged 25 - 29 years,53553
2024,Wandsworth,E09000032,Aged 30 - 34 years,41627
2024,Wandsworth,E09000032,Aged 35 - 39 years,27883
2024,Wandsworth,E09000032,Aged 40 - 44 years,23174
2024,Wandsworth,E09000032,Aged 45 - 49 years,20441
2024,Wandsworth,E09000032,Aged 50 - 54 years,18549
2024,Wandsworth,E09000032,Aged 55 - 59 years,17079
2024,Wandsworth,E09000032,Aged 60 - 64 years,13922
2024,Wandsworth,E09000032,Aged 65 - 69 years,9883
2024,Wandsworth,E09000032,Aged 70 - 74 years,8008
2024,Wandsworth,E09000032,Aged 75 - 79 years,6743
2024,Wandsworth,E09000032,Aged 80 - 84 years,4441
2024,Wandsworth,E09000032,Aged 85 and over,4476
2024,Westminster,E09000033,Aged under 1 year,1883
2024,Westminster,E09000033,Aged 1 - 4 years,7234
2024,Westminster,E09000033,Aged 5 - 9 years,7595
2024,Westminster,E09000033,Aged 10 - 14 years,7852
2024,Westminster,E09000033,Aged 15 - 19 years,11053
2024,Westminster,E09000033,Aged 20 - 24 years,19899
2024,Westminster,E09000033,Aged 25 - 29 years,25704
2024,Westminster,E09000033,Aged 30 - 34 years,21440
2024,Westminster,E09000033,Aged 35 - 39 years,16300
2024,Westminster,E09000033,Aged 40 - 44 years,13422
2024,Westminster,E09000033,Aged 45 - 49 years,12719
2024,Westminster,E09000033,Aged 50 - 54 years,13412
2024,Westminster,E09000033,Aged 55 - 59 years,13917
2024,Westminster,E09000033,Aged 60 - 64 years,11038
2024,Westminster,E09000033,Aged 65 - 69 years,8071
2024,Westminster,E09000033,Aged 70 - 74 years,6291
2024,Westminster,E09000033,Aged 75 - 79 years,5259
2024,Westminster,E09000033,Aged 80 - 84 years,3480
2024,Westminster,E09000033,Aged 85 and over,3427
